,0
5797,3
5798,3
5799,4
5800,4
5801,4
5802,3
5803,4
5804,3
5805,3
5806,4
5807,4
5808,4
5809,3
5810,3
5811,3
5812,3
5813,4
5814,3
5815,3
5816,0
5817,3
5818,3
5819,3
5820,4
5821,3
5822,4
5823,3
5824,4
5825,3
5826,3
5827,3
5828,3
5829,3
5830,2
5831,3
5832,3
5833,3
5834,3
5835,4
5836,4
5837,3
5838,3
5839,3
5840,3
5841,3
5842,4
5843,3
5844,1
5845,4
5846,3
5847,3
5848,3
5849,3
5850,3
5851,3
5852,3
5853,4
5854,4
5855,4
5856,3
5857,8
5858,1
5859,2
5860,1
5861,8
5862,1
5863,1
5864,3
5865,1
5866,1
5867,3
5868,8
5869,3
5870,3
5871,3
5872,8
5873,3
5874,3
5875,8
5876,3
5877,2
5878,3
5879,1
5880,3
5881,1
5882,3
5883,3
5884,3
5885,3
5886,3
5887,8
5888,3
5889,3
5890,3
5891,3
5892,3
5893,3
5894,3
5895,3
5896,3
5897,1
5898,3
5899,3
5900,3
5901,3
5902,3
5903,3
5904,1
5905,3
5906,1
5907,3
5908,7
5909,3
5910,3
5911,3
5912,3
5913,3
5914,4
5915,1
5916,3
5917,4
5918,3
5919,3
5920,2
5921,3
5922,8
5923,3
5924,3
5925,3
5926,3
5927,8
5928,3
5929,2
5930,8
5931,3
5932,3
5933,3
5934,3
5935,3
5936,1
5937,2
5938,3
5939,1
5940,1
5941,1
5942,1
5943,8
5944,3
5945,0
5946,3
5947,0
5948,8
5949,8
5950,3
5951,3
5952,3
5953,3
5954,3
5955,3
5956,2
5957,1
5958,5
5959,0
5960,1
5961,5
5962,4
5963,1
5964,2
5965,2
5966,2
5967,2
5968,8
5969,2
5970,2
5971,4
5972,2
5973,0
5974,2
5975,1
5976,1
5977,1
5978,8
5979,2
5980,3
5981,2
5982,8
5983,3
5984,3
5985,3
5986,8
5987,4
5988,3
5989,1
5990,5
5991,1
5992,2
5993,0
5994,8
5995,8
5996,2
5997,2
5998,1
5999,1
6000,2
6001,8
6002,3
6003,1
6004,0
6005,4
6006,2
6007,8
6008,2
6009,2
6010,1
6011,5
6012,8
6013,2
6014,2
6015,8
6016,1
6017,5
6018,8
6019,8
6020,2
6021,0
6022,2
6023,3
6024,1
6025,0
6026,5
6027,1
6028,3
6029,0
6030,2
6031,1
6032,0
6033,3
6034,2
6035,2
6036,2
6037,8
6038,2
6039,3
6040,0
6041,0
6042,0
6043,2
6044,4
6045,2
6046,2
6047,4
6048,3
6049,1
6050,2
6051,1
6052,2
6053,1
6054,8
6055,8
6056,5
6057,5
6058,5
6059,5
6060,5
6061,5
6062,5
6063,5
6064,5
6065,5
6066,5
6067,5
6068,5
6069,5
6070,5
6071,5
6072,5
6073,5
6074,5
6075,5
6076,5
6077,5
6078,5
6079,5
6080,5
6081,5
6082,5
6083,5
6084,5
6085,5
6086,5
6087,5
6088,5
6089,5
6090,5
6091,5
6092,5
6093,5
6094,5
6095,5
6096,5
6097,5
6098,5
6099,5
6100,5
6101,5
6102,5
6103,5
6104,5
6105,5
6106,5
6107,5
6108,5
6109,5
6110,5
6111,5
6112,5
6113,5
6114,5
6115,5
6116,5
6117,5
6118,5
6119,5
6120,5
6121,5
6122,5
6123,5
6124,5
6125,5
6126,5
6127,5
6128,5
6129,5
6130,5
6131,5
6132,5
6133,5
6134,5
6135,5
6136,5
6137,5
6138,5
6139,5
6140,5
6141,5
6142,5
6143,5
6144,5
6145,5
6146,5
6147,5
6148,5
6149,5
6150,5
6151,5
6152,5
6153,5
6154,5
6155,5
6156,8
6157,1
6158,2
6159,8
6160,1
6161,2
6162,8
6163,3
6164,5
6165,8
6166,8
6167,2
6168,8
6169,4
6170,2
6171,2
6172,8
6173,5
6174,1
6175,1
6176,5
6177,8
6178,2
6179,0
6180,2
6181,1
6182,8
6183,8
6184,3
6185,4
6186,8
6187,8
6188,2
6189,2
6190,2
6191,1
6192,2
6193,8
6194,2
6195,2
6196,0
6197,2
6198,1
6199,2
6200,2
6201,8
6202,2
6203,7
6204,8
6205,8
6206,4
6207,8
6208,7
6209,4
6210,1
6211,1
6212,1
6213,8
6214,8
6215,2
6216,3
6217,2
6218,1
6219,8
6220,3
6221,7
6222,2
6223,2
6224,6
6225,7
6226,2
6227,7
6228,0
6229,0
6230,1
6231,0
6232,2
6233,3
6234,8
6235,8
6236,2
6237,4
6238,5
6239,1
6240,7
6241,2
6242,8
6243,0
6244,0
6245,5
6246,2
6247,2
6248,8
6249,3
6250,7
6251,2
6252,8
6253,0
6254,8
6255,8
6256,2
6257,3
6258,6
6259,8
6260,2
6261,3
6262,2
6263,0
6264,3
6265,2
6266,1
6267,2
6268,2
6269,2
6270,2
6271,3
6272,2
6273,1
6274,0
6275,1
6276,2
6277,4
6278,2
6279,2
6280,1
6281,0
6282,3
6283,2
6284,8
6285,2
6286,2
6287,2
6288,3
6289,3
6290,2
6291,8
6292,4
6293,4
6294,1
6295,3
6296,3
6297,2
6298,2
6299,2
6300,2
6301,1
6302,2
6303,2
6304,3
6305,2
6306,3
6307,2
6308,2
6309,0
6310,3
6311,2
6312,2
6313,4
6314,1
6315,3
6316,2
6317,2
6318,3
6319,1
6320,0
6321,2
6322,1
6323,8
6324,0
6325,2
6326,1
6327,0
6328,4
6329,3
6330,3
6331,2
6332,4
6333,3
6334,2
6335,2
6336,4
6337,2
6338,1
6339,2
6340,3
6341,2
6342,2
6343,8
6344,2
6345,5
6346,1
6347,2
6348,2
6349,4
6350,1
6351,1
6352,4
6353,2
6354,1
6355,3
6356,2
6357,3
6358,1
6359,3
6360,0
6361,1
6362,3
6363,2
6364,1
6365,1
6366,2
6367,3
6368,2
6369,2
6370,3
6371,2
6372,3
6373,0
6374,4
6375,1
6376,0
6377,3
6378,4
6379,2
6380,4
6381,1
6382,6
6383,3
6384,1
6385,3
6386,5
6387,2
6388,1
6389,3
6390,4
6391,1
6392,2
6393,6
6394,3
6395,3
6396,3
6397,3
6398,8
6399,0
6400,1
6401,1
6402,1
6403,1
6404,3
6405,3
6406,8
6407,3
6408,3
6409,3
6410,3
6411,3
6412,2
6413,3
6414,3
6415,3
6416,3
6417,1
6418,3
6419,1
6420,3
6421,1
6422,8
6423,3
6424,3
6425,3
6426,2
6427,6
6428,3
6429,8
6430,1
6431,3
6432,2
6433,4
6434,1
6435,6
6436,3
6437,3
6438,6
6439,3
6440,8
6441,3
6442,0
6443,1
6444,3
6445,1
6446,3
6447,1
6448,3
6449,3
6450,1
6451,8
6452,2
6453,2
6454,1
6455,1
6456,7
6457,7
6458,7
6459,7
6460,7
6461,7
6462,0
6463,8
6464,7
6465,7
6466,7
6467,0
6468,8
6469,6
6470,7
6471,7
6472,3
6473,7
6474,7
6475,5
6476,7
6477,7
6478,7
6479,8
6480,7
6481,6
6482,7
6483,7
6484,8
6485,7
6486,8
6487,7
6488,7
6489,0
6490,7
6491,7
6492,7
6493,8
6494,0
6495,7
6496,7
6497,7
6498,7
6499,0
6500,8
6501,8
6502,7
6503,8
6504,8
6505,1
6506,1
6507,8
6508,2
6509,7
6510,7
6511,8
6512,7
6513,1
6514,8
6515,7
6516,7
6517,4
6518,8
6519,7
6520,0
6521,0
6522,7
6523,8
6524,7
6525,1
6526,7
6527,4
6528,7
6529,8
6530,7
6531,7
6532,1
6533,7
6534,7
6535,8
6536,1
6537,8
6538,8
6539,1
6540,1
6541,4
6542,8
6543,1
6544,7
6545,7
6546,8
6547,8
6548,7
6549,7
6550,8
6551,0
6552,2
6553,7
6554,7
6555,2
6556,3
6557,3
6558,3
6559,3
6560,8
6561,8
6562,8
6563,8
6564,8
6565,3
6566,3
6567,3
6568,3
6569,8
6570,3
6571,3
6572,3
6573,3
6574,3
6575,3
6576,3
6577,0
6578,3
6579,3
6580,3
6581,3
6582,3
6583,3
6584,3
6585,3
6586,1
6587,1
6588,1
6589,3
6590,1
6591,1
6592,1
6593,3
6594,8
6595,3
6596,3
6597,3
6598,3
6599,2
6600,3
6601,1
6602,2
6603,3
6604,1
6605,1
6606,2
6607,1
6608,3
6609,1
6610,1
6611,3
6612,3
6613,3
6614,3
6615,3
6616,1
6617,3
6618,3
6619,3
6620,3
6621,3
6622,3
6623,2
6624,3
6625,3
6626,3
6627,3
6628,3
6629,1
6630,3
6631,1
6632,3
6633,3
6634,1
6635,6
6636,3
6637,1
6638,3
6639,1
6640,1
6641,3
6642,3
6643,8
6644,1
6645,5
6646,2
6647,3
6648,2
6649,3
6650,3
6651,8
6652,2
6653,3
6654,1
6655,3
6656,2
6657,3
6658,3
6659,8
6660,1
6661,3
6662,1
6663,3
6664,4
6665,3
6666,1
6667,3
6668,0
6669,1
6670,2
6671,8
6672,2
6673,1
6674,2
6675,8
6676,1
6677,3
6678,1
6679,1
6680,3
6681,3
6682,1
6683,4
6684,3
6685,2
6686,3
6687,1
6688,3
6689,8
6690,2
6691,1
6692,3
6693,3
6694,1
6695,2
6696,1
6697,1
6698,3
6699,8
6700,8
6701,3
6702,2
6703,1
6704,2
6705,1
6706,3
6707,2
6708,3
6709,4
6710,8
6711,3
6712,2
6713,8
6714,1
6715,8
6716,3
6717,2
6718,1
6719,3
6720,0
6721,4
6722,3
6723,2
6724,2
6725,3
6726,2
6727,2
6728,2
6729,2
6730,1
6731,3
6732,3
6733,2
6734,0
6735,2
6736,2
6737,1
6738,2
6739,2
6740,2
6741,3
6742,8
6743,3
6744,3
6745,2
6746,2
6747,3
6748,2
6749,2
6750,8
6751,8
6752,8
6753,1
6754,2
6755,2
6756,3
6757,2
6758,2
6759,2
6760,3
6761,2
6762,8
6763,2
6764,1
6765,4
6766,4
6767,8
6768,2
6769,2
6770,2
6771,3
6772,2
6773,1
6774,3
6775,4
6776,3
6777,2
6778,2
6779,2
6780,3
6781,2
6782,2
6783,2
6784,3
6785,2
6786,3
6787,5
6788,2
6789,2
6790,3
6791,2
6792,3
6793,2
6794,2
6795,2
6796,7
6797,2
6798,2
6799,2
6800,0
6801,0
6802,2
6803,2
6804,2
6805,2
6806,0
6807,2
6808,2
6809,2
6810,2
6811,3
6812,2
6813,8
6814,3
6815,2
6816,3
6817,2
6818,2
6819,3
6820,3
6821,2
6822,3
6823,8
6824,1
6825,1
6826,4
6827,8
6828,8
6829,8
6830,1
6831,8
6832,8
6833,1
6834,8
6835,4
6836,1
6837,8
6838,8
6839,8
6840,8
6841,3
6842,4
6843,1
6844,1
6845,4
6846,1
6847,8
6848,8
6849,1
6850,1
6851,8
6852,1
6853,8
6854,8
6855,8
6856,8
6857,8
6858,0
6859,5
6860,8
6861,8
6862,4
6863,8
6864,2
6865,8
6866,4
6867,4
6868,8
6869,6
6870,8
6871,8
6872,8
6873,8
6874,2
6875,2
6876,0
6877,2
6878,3
6879,8
6880,8
6881,8
6882,8
6883,8
6884,0
6885,5
6886,8
6887,8
6888,5
6889,4
6890,8
6891,8
6892,5
6893,8
6894,3
6895,8
6896,2
6897,8
6898,1
6899,8
6900,8
6901,1
6902,1
6903,3
6904,8
6905,1
6906,8
6907,5
6908,8
6909,8
6910,1
6911,8
6912,8
6913,8
6914,0
6915,8
6916,8
6917,8
6918,8
6919,8
6920,8
6921,8
6922,8
6923,1
6924,2
6925,8
6926,0
6927,0
6928,0
6929,0
6930,3
6931,8
6932,8
6933,3
6934,3
6935,3
6936,0
6937,4
6938,5
6939,8
6940,1
6941,1
6942,3
6943,2
6944,8
6945,1
6946,3
6947,2
6948,2
6949,1
6950,3
6951,1
6952,0
6953,8
6954,0
6955,0
6956,0
6957,0
6958,1
6959,1
6960,3
6961,3
6962,3
6963,1
6964,1
6965,3
6966,2
6967,2
6968,8
6969,2
6970,2
6971,3
6972,3
6973,1
6974,1
6975,3
6976,3
6977,1
6978,4
6979,0
6980,3
6981,0
6982,0
6983,1
6984,3
6985,3
6986,1
6987,1
6988,3
6989,3
6990,8
6991,3
6992,3
6993,1
6994,8
6995,3
6996,4
6997,3
6998,0
6999,0
7000,0
7001,0
7002,8
7003,3
7004,3
7005,3
7006,3
7007,3
7008,3
7009,3
7010,3
7011,8
7012,1
7013,3
7014,2
7015,3
7016,1
7017,3
7018,3
7019,3
7020,4
7021,1
7022,3
7023,1
7024,8
7025,3
7026,1
7027,4
7028,5
7029,6
7030,3
7031,2
7032,2
7033,2
7034,2
7035,5
7036,2
7037,3
7038,1
7039,2
7040,8
7041,8
7042,6
7043,6
7044,0
7045,8
7046,2
7047,4
7048,3
7049,3
7050,3
7051,1
7052,6
7053,3
7054,2
7055,1
7056,3
7057,7
7058,1
7059,2
7060,2
7061,6
7062,2
7063,2
7064,6
7065,6
7066,2
7067,1
7068,4
7069,4
7070,5
7071,3
7072,2
7073,1
7074,1
7075,3
7076,2
7077,2
7078,1
7079,8
7080,2
7081,2
7082,6
7083,8
7084,2
7085,5
7086,8
7087,3
7088,6
7089,4
7090,1
7091,2
7092,2
7093,5
7094,6
7095,8
7096,7
7097,7
7098,0
7099,5
7100,3
7101,1
7102,8
7103,2
7104,2
7105,8
7106,2
7107,3
7108,8
7109,5
7110,2
7111,1
7112,1
7113,0
7114,2
7115,4
7116,2
7117,2
7118,6
7119,5
7120,1
7121,6
7122,7
7123,7
7124,6
7125,6
7126,6
7127,6
7128,6
7129,3
7130,6
7131,1
7132,7
7133,6
7134,6
7135,6
7136,2
7137,1
7138,2
7139,1
7140,1
7141,1
7142,8
7143,6
7144,1
7145,8
7146,6
7147,2
7148,6
7149,6
7150,1
7151,6
7152,1
7153,6
7154,6
7155,1
7156,1
7157,6
7158,6
7159,6
7160,2
7161,1
7162,6
7163,6
7164,6
7165,6
7166,6
7167,6
7168,1
7169,6
7170,6
7171,6
7172,8
7173,2
7174,8
7175,6
7176,6
7177,6
7178,6
7179,2
7180,6
7181,6
7182,6
7183,8
7184,6
7185,2
7186,2
7187,6
7188,6
7189,6
7190,6
7191,1
7192,1
7193,6
7194,6
7195,6
7196,6
7197,3
7198,6
7199,3
7200,3
7201,6
7202,6
7203,6
7204,1
7205,6
7206,6
7207,2
7208,2
7209,8
7210,8
7211,1
7212,1
7213,8
7214,1
7215,6
7216,6
7217,6
7218,6
7219,6
7220,1
7221,6
7222,1
7223,6
7224,6
7225,2
7226,1
7227,2
7228,3
7229,8
7230,8
7231,8
7232,8
7233,8
7234,1
7235,1
7236,8
7237,8
7238,8
7239,8
7240,2
7241,1
7242,2
7243,8
7244,8
7245,6
7246,6
7247,8
7248,6
7249,6
7250,2
7251,8
7252,8
7253,8
7254,8
7255,8
7256,1
7257,8
7258,0
7259,6
7260,8
7261,8
7262,1
7263,8
7264,2
7265,6
7266,7
7267,8
7268,8
7269,8
7270,8
7271,2
7272,8
7273,8
7274,6
7275,8
7276,8
7277,8
7278,8
7279,3
7280,8
7281,8
7282,6
7283,8
7284,8
7285,6
7286,8
7287,8
7288,1
7289,1
7290,6
7291,7
7292,8
7293,6
7294,8
7295,8
7296,1
7297,8
7298,8
7299,2
7300,2
7301,1
7302,6
7303,2
7304,5
7305,5
7306,1
7307,5
7308,5
7309,2
7310,5
7311,3
7312,2
7313,5
7314,5
7315,5
7316,5
7317,5
7318,5
7319,5
7320,5
7321,5
7322,5
7323,5
7324,5
7325,0
7326,5
7327,5
7328,6
7329,5
7330,8
7331,6
7332,5
7333,5
7334,5
7335,5
7336,1
7337,4
7338,5
7339,5
7340,5
7341,5
7342,5
7343,5
7344,5
7345,3
7346,5
7347,3
7348,2
7349,8
7350,3
7351,3
7352,5
7353,8
7354,2
7355,5
7356,1
7357,5
7358,5
7359,5
7360,6
7361,0
7362,5
7363,5
7364,5
7365,1
7366,0
7367,5
7368,8
7369,5
7370,1
7371,3
7372,1
7373,5
7374,2
7375,5
7376,5
7377,8
7378,2
7379,5
7380,0
7381,1
7382,5
7383,5
7384,5
7385,5
7386,5
7387,5
7388,5
7389,5
7390,0
7391,5
7392,5
7393,5
7394,5
7395,5
7396,2
7397,5
7398,8
7399,0
7400,2
7401,0
7402,5
7403,8
7404,5
7405,7
7406,5
7407,8
7408,8
7409,5
7410,8
7411,8
7412,8
7413,1
7414,0
7415,8
7416,8
7417,0
7418,8
7419,8
7420,8
7421,8
7422,5
7423,8
7424,8
7425,8
7426,8
7427,8
7428,5
7429,2
7430,8
7431,8
7432,8
7433,6
7434,8
7435,8
7436,5
7437,8
7438,3
7439,8
7440,8
7441,8
7442,8
7443,8
7444,8
7445,8
7446,8
7447,8
7448,8
7449,8
7450,8
7451,8
7452,8
7453,8
7454,5
7455,8
7456,8
7457,8
7458,8
7459,8
7460,8
7461,7
7462,8
7463,8
7464,5
7465,5
7466,8
7467,8
7468,8
7469,8
7470,5
7471,8
7472,8
7473,8
7474,8
7475,0
7476,8
7477,7
7478,5
7479,8
7480,8
7481,8
7482,8
7483,8
7484,8
7485,8
7486,8
7487,3
7488,8
7489,8
7490,5
7491,8
7492,8
7493,8
7494,8
7495,3
7496,8
7497,8
7498,8
7499,8
7500,8
7501,3
7502,8
7503,8
7504,1
7505,1
7506,3
7507,2
7508,2
7509,2
7510,3
7511,2
7512,2
7513,5
7514,2
7515,8
7516,8
7517,8
7518,8
7519,2
7520,4
7521,8
7522,3
7523,8
7524,3
7525,7
7526,3
7527,3
7528,1
7529,2
7530,2
7531,1
7532,8
7533,1
7534,2
7535,2
7536,2
7537,8
7538,4
7539,2
7540,1
7541,8
7542,2
7543,8
7544,3
7545,1
7546,3
7547,8
7548,8
7549,4
7550,2
7551,5
7552,7
7553,2
7554,1
7555,0
7556,1
7557,4
7558,2
7559,8
7560,2
7561,2
7562,2
7563,8
7564,1
7565,8
7566,8
7567,8
7568,2
7569,2
7570,2
7571,1
7572,1
7573,1
7574,1
7575,8
7576,3
7577,4
7578,8
7579,8
7580,2
7581,8
7582,2
7583,1
7584,2
7585,8
7586,2
7587,0
7588,3
7589,2
7590,2
7591,3
7592,3
7593,8
7594,1
7595,4
7596,1
7597,0
7598,4
7599,2
7600,2
7601,2
7602,1
7603,4
7604,4
7605,1
7606,0
7607,0
7608,2
7609,2
7610,2
7611,1
7612,6
7613,8
7614,2
7615,1
7616,0
7617,2
7618,2
7619,0
7620,2
7621,1
7622,1
7623,8
7624,1
7625,1
7626,4
7627,1
7628,1
7629,4
7630,0
7631,2
7632,2
7633,2
7634,0
7635,2
7636,4
7637,3
7638,0
7639,0
7640,0
7641,2
7642,0
7643,1
7644,4
7645,1
7646,1
7647,1
7648,2
7649,2
7650,0
7651,1
7652,2
7653,3
7654,0
7655,3
7656,1
7657,0
7658,0
7659,1
7660,8
7661,1
7662,2
7663,1
7664,1
7665,2
7666,0
7667,1
7668,1
7669,2
7670,1
7671,1
7672,2
7673,2
7674,8
7675,0
7676,1
7677,2
7678,8
7679,8
7680,2
7681,1
7682,8
7683,1
7684,1
7685,0
7686,1
7687,1
7688,3
7689,6
7690,8
7691,8
7692,2
7693,2
7694,8
7695,6
7696,2
7697,3
7698,1
7699,8
7700,0
7701,2
7702,1
7703,1
7704,2
7705,2
7706,1
7707,4
7708,4
7709,4
7710,2
7711,8
7712,2
7713,1
7714,2
7715,1
7716,5
7717,1
7718,1
7719,1
7720,0
7721,2
7722,4
7723,2
7724,4
7725,2
7726,1
7727,3
7728,1
7729,4
7730,1
7731,4
7732,1
7733,8
7734,1
7735,8
7736,1
7737,2
7738,4
7739,2
7740,1
7741,2
7742,1
7743,2
7744,1
7745,1
7746,1
7747,1
7748,2
7749,2
7750,1
7751,5
7752,3
7753,1
7754,8
7755,8
7756,2
7757,6
7758,1
7759,6
7760,2
7761,1
7762,2
7763,1
7764,2
7765,8
7766,0
7767,1
7768,2
7769,1
7770,8
7771,3
7772,1
7773,8
7774,4
7775,8
7776,2
7777,1
7778,1
7779,2
7780,1
7781,1
7782,1
7783,8
7784,1
7785,3
7786,2
7787,2
7788,3
7789,6
7790,2
7791,1
7792,2
7793,1
7794,0
7795,1
7796,1
7797,1
7798,8
7799,2
7800,6
7801,8
7802,4
7803,3
7804,0
7805,6
7806,2
7807,3
7808,0
7809,1
7810,1
7811,6
7812,2
7813,3
7814,1
7815,0
7816,0
7817,6
7818,1
7819,2
7820,2
7821,2
7822,3
7823,3
7824,2
7825,3
7826,6
7827,6
7828,6
7829,2
7830,8
7831,1
7832,3
7833,2
7834,1
7835,0
7836,3
7837,0
7838,3
7839,1
7840,1
7841,1
7842,3
7843,1
7844,8
7845,1
7846,8
7847,3
7848,8
7849,8
7850,6
7851,1
7852,2
7853,8
7854,2
7855,5
7856,6
7857,6
7858,8
7859,3
7860,2
7861,5
7862,8
7863,2
7864,8
7865,1
7866,2
7867,2
7868,3
7869,3
7870,6
7871,6
7872,2
7873,2
7874,1
7875,2
7876,3
7877,3
7878,3
7879,1
7880,8
7881,2
7882,2
7883,8
7884,2
7885,6
7886,3
7887,8
7888,3
7889,2
7890,3
7891,1
7892,1
7893,3
7894,2
7895,8
7896,1
7897,8
7898,8
7899,3
7900,1
7901,1
7902,3
7903,0
7904,1
7905,1
7906,1
7907,3
7908,1
7909,3
7910,2
7911,2
7912,1
7913,1
7914,1
7915,8
7916,8
7917,2
7918,2
7919,2
7920,3
7921,2
7922,4
7923,2
7924,2
7925,8
7926,1
7927,1
7928,3
7929,2
7930,0
7931,8
7932,8
7933,6
7934,3
7935,8
7936,8
7937,2
7938,2
7939,4
7940,2
7941,7
7942,8
7943,2
7944,8
7945,3
7946,1
7947,7
7948,5
7949,2
7950,1
7951,3
7952,0
7953,4
7954,3
7955,2
7956,2
7957,2
7958,2
7959,2
7960,8
7961,2
7962,3
7963,2
7964,2
7965,2
7966,1
7967,2
7968,1
7969,3
7970,1
7971,1
7972,1
7973,2
7974,1
7975,8
7976,1
7977,8
7978,8
7979,2
7980,8
7981,3
7982,2
7983,7
7984,8
7985,1
7986,2
7987,7
7988,1
7989,2
7990,1
7991,5
7992,1
7993,1
7994,6
7995,5
7996,5
7997,2
7998,8
7999,2
8000,1
8001,2
8002,1
8003,0
8004,0
8005,6
8006,0
8007,0
8008,6
8009,6
8010,3
8011,4
8012,1
8013,1
8014,4
8015,1
8016,1
8017,5
8018,1
8019,0
8020,0
8021,8
8022,0
8023,8
8024,5
8025,0
8026,4
8027,0
8028,8
8029,1
8030,6
8031,0
8032,4
8033,1
8034,1
8035,1
8036,2
8037,1
8038,1
8039,1
8040,1
8041,0
8042,1
8043,4
8044,0
8045,1
8046,1
8047,1
8048,1
8049,1
8050,0
8051,1
8052,1
8053,0
8054,1
8055,1
8056,1
8057,1
8058,1
8059,1
8060,6
8061,1
8062,1
8063,1
8064,1
8065,1
8066,4
8067,1
8068,8
8069,4
8070,1
8071,1
8072,5
8073,2
8074,1
8075,1
8076,2
8077,8
8078,0
8079,1
8080,8
8081,0
8082,8
8083,1
8084,1
8085,2
8086,2
8087,8
8088,1
8089,1
8090,1
8091,1
8092,1
8093,1
8094,1
8095,1
8096,4
8097,1
8098,1
8099,1
8100,2
8101,1
8102,2
8103,1
8104,2
8105,1
8106,0
8107,1
8108,1
8109,4
8110,0
8111,1
8112,1
8113,1
8114,1
8115,2
8116,2
8117,1
8118,1
8119,1
8120,1
8121,1
8122,1
8123,1
8124,1
8125,2
8126,3
8127,2
8128,1
8129,2
8130,1
8131,8
8132,8
8133,8
8134,8
8135,8
8136,2
8137,2
8138,2
8139,1
8140,1
8141,3
8142,2
8143,1
8144,8
8145,1
8146,8
8147,1
8148,3
8149,3
8150,1
8151,1
8152,2
8153,8
8154,8
8155,2
8156,4
8157,1
8158,1
8159,2
8160,8
8161,1
8162,2
8163,2
8164,1
8165,2
8166,2
8167,2
8168,8
8169,8
8170,2
8171,2
8172,8
8173,8
8174,8
8175,8
8176,8
8177,8
8178,8
8179,8
8180,2
8181,8
8182,8
8183,0
8184,8
8185,8
8186,8
8187,8
8188,2
8189,8
8190,0
8191,8
8192,8
8193,8
8194,2
8195,8
8196,2
8197,1
8198,2
8199,2
8200,2
8201,2
8202,1
8203,8
8204,8
8205,1
8206,2
8207,1
8208,1
8209,1
8210,3
8211,2
8212,8
8213,2
8214,8
8215,4
8216,3
8217,8
8218,8
8219,8
8220,8
8221,2
8222,8
8223,3
8224,8
8225,8
8226,2
8227,2
8228,8
8229,2
8230,2
8231,8
8232,1
8233,7
8234,8
8235,8
8236,8
8237,8
8238,8
8239,8
8240,8
8241,3
8242,1
8243,1
8244,8
8245,6
8246,2
8247,0
8248,1
8249,1
8250,1
8251,3
8252,1
8253,1
8254,1
8255,1
8256,8
8257,8
8258,2
8259,2
8260,6
8261,1
8262,3
8263,8
8264,6
8265,8
8266,6
8267,8
8268,3
8269,8
8270,7
8271,0
8272,8
8273,3
8274,6
8275,3
8276,6
8277,6
8278,2
8279,8
8280,6
8281,1
8282,3
8283,1
8284,6
8285,8
8286,6
8287,8
8288,1
8289,8
8290,2
8291,2
8292,1
8293,4
8294,2
8295,8
8296,8
8297,3
8298,3
8299,1
8300,1
8301,6
8302,6
8303,6
8304,6
8305,0
8306,2
8307,1
8308,6
8309,3
8310,8
8311,6
8312,2
8313,6
8314,3
8315,3
8316,6
8317,8
8318,0
8319,0
8320,5
8321,7
8322,8
8323,8
8324,2
8325,8
8326,8
8327,3
8328,7
8329,4
8330,0
8331,2
8332,8
8333,8
8334,8
8335,8
8336,7
8337,8
8338,8
8339,7
8340,2
8341,3
8342,3
8343,8
8344,8
8345,8
8346,8
8347,0
8348,8
8349,8
8350,7
8351,3
8352,8
8353,4
8354,3
8355,3
8356,0
8357,4
8358,3
8359,1
8360,3
8361,2
8362,3
8363,1
8364,3
8365,1
8366,4
8367,2
8368,3
8369,3
8370,3
8371,3
8372,3
8373,3
8374,3
8375,3
8376,2
8377,3
8378,4
8379,3
8380,8
8381,3
8382,6
8383,8
8384,3
8385,3
8386,7
8387,3
8388,3
8389,3
8390,3
8391,3
8392,8
8393,3
8394,3
8395,4
8396,3
8397,3
8398,3
8399,3
8400,3
8401,3
8402,3
8403,3
8404,3
8405,3
8406,2
8407,3
8408,3
8409,3
8410,7
8411,0
8412,8
8413,4
8414,3
8415,4
8416,4
8417,3
8418,4
8419,3
8420,3
8421,8
8422,3
8423,3
8424,3
8425,3
8426,8
8427,4
8428,3
8429,4
8430,3
8431,3
8432,2
8433,2
8434,3
8435,8
8436,1
8437,8
8438,3
8439,4
8440,2
8441,3
8442,3
8443,3
8444,4
8445,5
8446,5
8447,4
8448,3
8449,3
8450,4
8451,8
8452,2
8453,2
8454,2
8455,2
8456,2
8457,2
8458,2
8459,2
8460,2
8461,2
8462,2
8463,3
8464,2
8465,2
8466,2
8467,1
8468,2
8469,2
8470,2
8471,2
8472,2
8473,2
8474,2
8475,2
8476,2
8477,2
8478,2
8479,2
8480,2
8481,2
8482,2
8483,2
8484,2
8485,4
8486,8
8487,2
8488,2
8489,2
8490,2
8491,1
8492,4
8493,2
8494,2
8495,2
8496,2
8497,2
8498,2
8499,2
8500,1
8501,2
8502,2
8503,2
8504,2
8505,2
8506,2
8507,2
8508,2
8509,1
8510,3
8511,2
8512,2
8513,2
8514,1
8515,2
8516,2
8517,2
8518,1
8519,2
8520,2
8521,3
8522,2
8523,2
8524,2
8525,2
8526,2
8527,2
8528,2
8529,3
8530,3
8531,3
8532,2
8533,2
8534,2
8535,2
8536,3
8537,2
8538,2
8539,2
8540,2
8541,2
8542,2
8543,3
8544,2
8545,2
8546,2
8547,2
8548,2
8549,2
8550,2
8551,2
8552,1
8553,1
8554,2
8555,2
8556,2
8557,2
8558,5
8559,1
8560,2
8561,1
8562,1
8563,2
8564,1
8565,1
8566,3
8567,1
8568,5
8569,1
8570,1
8571,2
8572,1
8573,8
8574,1
8575,8
8576,1
8577,2
8578,3
8579,1
8580,1
8581,5
8582,1
8583,5
8584,5
8585,1
8586,1
8587,2
8588,2
8589,6
8590,2
8591,1
8592,0
8593,1
8594,8
8595,2
