username,isaPerson,userLocation,screen_name,userLocationCode,Lvalue
@JCI_Pekanbaru,nonperson,sumatera,JCI_Pekanbaru,SM,8
@SuaraTanpaRokok,nonperson,jabodetabek,SuaraTanpaRokok,JBD,1
@medi15_,person,jawa barat dan banten,medi15_,JB&BT,2
@dtlpoldajateng,nonperson,jawa tengah dan yogyakarta,dtlpoldajateng,JT&YO,3
@esoensamid,person,jawa tengah dan yogyakarta,esoensamid,JT&YO,3
@OdedMD,person,jawa barat dan banten,OdedMD,JB&BT,2
@UPNVY_Official,nonperson,jawa tengah dan yogyakarta,UPNVY_Official,JT&YO,3
@KantorBahasaLpg,nonperson,sumatera,KantorBahasaLpg,SM,8
@ambonbisnis,nonperson,maluku dan papua,ambonbisnis,ML&PP,6
@MardaniAliSera,person,jabodetabek,MardaniAliSera,JBD,1
@Humas_Aceh,nonperson,sumatera,Humas_Aceh,SM,8
@IM3OoredooSMTRA,nonperson,sumatera,IM3OoredooSMTRA,SM,8
@BetaFlobamorata,person,bali dan nusa tenggara,BetaFlobamorata,NU,0
@BeritaPapua,nonperson,maluku dan papua,BeritaPapua,ML&PP,6
@UdayanaUniv,nonperson,bali dan nusa tenggara,UdayanaUniv,NU,0
@annisapv,person,jawa barat dan banten,annisapv,JB&BT,2
@Feri_Husain,person,sulawesi,Feri_Husain,SL,7
@androgeniuss,person,jawa barat dan banten,androgeniuss,JB&BT,2
@emretyyy,person,sulawesi,emretyyy,SL,7
@ocsyaadecp,person,kalimantan,ocsyaadecp,KA,5
@fadjroeL,person,jabodetabek,fadjroeL,JBD,1
@LPMP_KepBabel,nonperson,sumatera,LPMP_KepBabel,SM,8
@Lab1_FHUP,nonperson,jabodetabek,Lab1_FHUP,JBD,1
@w_kobogau,person,maluku dan papua,w_kobogau,ML&PP,6
@GamelanKonslet,nonperson,jawa tengah dan yogyakarta,GamelanKonslet,JT&YO,3
@Marsowan,person,bali dan nusa tenggara,Marsowan,NU,0
@infoSumbar,nonperson,sumatera,infoSumbar,SM,8
@HumasUntirta,nonperson,jawa barat dan banten,HumasUntirta,JB&BT,2
@HorexSentani,nonperson,maluku dan papua,HorexSentani,ML&PP,6
@lepassripo,nonperson,sumatera,lepassripo,SM,8
@achmad_shafiq,person,sumatera,achmad_shafiq,SM,8
@BasriDamis,person,maluku dan papua,BasriDamis,ML&PP,6
@sandhikagalih,person,jawa barat dan banten,sandhikagalih,JB&BT,2
@AgathaChelsea18,person,jawa barat dan banten,AgathaChelsea18,JB&BT,2
@ldiisumbar,nonperson,sumatera,ldiisumbar,SM,8
@perogeremmer,person,jabodetabek,perogeremmer,JBD,1
@aminullah_lubis,person,sumatera,aminullah_lubis,SM,8
@eka_sugandi,person,jabodetabek,eka_sugandi,JBD,1
@bigmall_smd,nonperson,kalimantan,bigmall_smd,KA,5
@1001malamdotcom,nonperson,jawa timur,1001malamdotcom,JI,4
@almaaduuriy,person,jawa timur,almaaduuriy,JI,4
@bbkalteng,nonperson,kalimantan,bbkalteng,KA,5
@infobdg,nonperson,jawa barat dan banten,infobdg,JB&BT,2
@anggraenisa_,person,jawa barat dan banten,anggraenisa_,JB&BT,2
@KoranSinggalang,nonperson,sumatera,KoranSinggalang,SM,8
@nurfmrembang,nonperson,jawa tengah dan yogyakarta,nurfmrembang,JT&YO,3
@initiaraandini,person,jabodetabek,initiaraandini,JBD,1
@aldyreva,person,jawa timur,aldyreva,JI,4
@adam_ardiansyah,person,jawa timur,adam_ardiansyah,JI,4
@htlborobudurjkt,nonperson,jabodetabek,htlborobudurjkt,JBD,1
@DuniaKuli,nonperson,jawa tengah dan yogyakarta,DuniaKuli,JT&YO,3
@dkd_jawabarat,nonperson,jawa barat dan banten,dkd_jawabarat,JB&BT,2
@_Salim2018_,person,jawa timur,_Salim2018_,JI,4
@KPUKuningan,nonperson,jawa barat dan banten,KPUKuningan,JB&BT,2
@a_mantek,person,maluku dan papua,a_mantek,ML&PP,6
@Kaltim123,nonperson,kalimantan,Kaltim123,KA,5
@Abriyanto_F,person,bali dan nusa tenggara,Abriyanto_F,NU,0
@Mandala964FM,nonperson,jawa timur,Mandala964FM,JI,4
@UntagSurabaya,nonperson,jawa timur,UntagSurabaya,JI,4
@pencolaja,person,jawa timur,pencolaja,JI,4
@djrisbang,nonperson,jabodetabek,djrisbang,JBD,1
@PoldaJogja,nonperson,jawa tengah dan yogyakarta,PoldaJogja,JT&YO,3
@StandUpPTK,nonperson,kalimantan,StandUpPTK,KA,5
@P3MD_Papua,nonperson,maluku dan papua,P3MD_Papua,ML&PP,6
@sman5bdg,nonperson,jawa barat dan banten,sman5bdg,JB&BT,2
@BaliRaniKuta,nonperson,bali dan nusa tenggara,BaliRaniKuta,NU,0
@gilbhas,person,jabodetabek,gilbhas,JBD,1
@univ_syiahkuala,nonperson,sumatera,univ_syiahkuala,SM,8
@agungdst,person,sumatera,agungdst,SM,8
@SoyMpieth,person,jawa timur,SoyMpieth,JI,4
@mathdroid,person,jawa barat dan banten,mathdroid,JB&BT,2
@mrlogix,person,jabodetabek,mrlogix,JBD,1
@ponxx2020papua,nonperson,maluku dan papua,ponxx2020papua,ML&PP,6
@_Jafar_AA,person,jabodetabek,_Jafar_AA,JBD,1
@alwaysCiGi,nonperson,kalimantan,alwaysCiGi,KA,5
@ruslanwiryadi,person,bali dan nusa tenggara,ruslanwiryadi,NU,0
@indieguerillas,person,jawa tengah dan yogyakarta,indieguerillas,JT&YO,3
@aldii_fahreza,person,kalimantan,aldii_fahreza,KA,5
@jeratpapua,nonperson,maluku dan papua,jeratpapua,ML&PP,6
@AFikardaa,person,sumatera,AFikardaa,SM,8
@exploreeastjava,nonperson,jawa timur,exploreeastjava,JI,4
@agus_salilm,person,kalimantan,agus_salilm,KA,5
@pojokpendidikan,nonperson,jawa barat dan banten,pojokpendidikan,JB&BT,2
@officialusu_,nonperson,sumatera,officialusu_,SM,8
@JWMarriottMedan,nonperson,sumatera,JWMarriottMedan,SM,8
@AnurandhaJogja,person,jawa tengah dan yogyakarta,AnurandhaJogja,JT&YO,3
@ikomangberata,person,bali dan nusa tenggara,ikomangberata,NU,0
@putu64,person,bali dan nusa tenggara,putu64,NU,0
@SmashSULTRA,nonperson,sulawesi,SmashSULTRA,SL,7
@JRadio917FM,nonperson,kalimantan,JRadio917FM,KA,5
@rachelvennya23,person,jabodetabek,rachelvennya23,JBD,1
@infoPLK,nonperson,kalimantan,infoPLK,KA,5
@HimagipaUpgris,nonperson,jawa tengah dan yogyakarta,HimagipaUpgris,JT&YO,3
@ndvwq,person,bali dan nusa tenggara,ndvwq,NU,0
@CampusBoys1976,nonperson,jawa tengah dan yogyakarta,CampusBoys1976,JT&YO,3
@SB_SUMSEL,nonperson,sumatera,SB_SUMSEL,SM,8
@arminsunardi,person,bali dan nusa tenggara,arminsunardi,NU,0
@_sucilestari,person,jabodetabek,_sucilestari,JBD,1
@infoMKS_,nonperson,sulawesi,infoMKS_,SL,7
@pksjabar,nonperson,jawa barat dan banten,pksjabar,JB&BT,2
@ArcAchmad,person,sumatera,ArcAchmad,SM,8
@lpmpkepri,nonperson,sumatera,lpmpkepri,SM,8
@alyafrcn,person,jawa barat dan banten,alyafrcn,JB&BT,2
@SMPN2CRB,nonperson,jawa barat dan banten,SMPN2CRB,JB&BT,2
@BalaiBhs_Sumbar,nonperson,sumatera,BalaiBhs_Sumbar,SM,8
@mynameismals_,person,sulawesi,mynameismals_,SL,7
@usuofficial,nonperson,sumatera,usuofficial,SM,8
@yogyandroid,nonperson,jawa tengah dan yogyakarta,yogyandroid,JT&YO,3
@Ristananda_,person,sumatera,Ristananda_,SM,8
@heiJe_,person,kalimantan,heiJe_,KA,5
@dprdkotasmg,nonperson,jawa tengah dan yogyakarta,dprdkotasmg,JT&YO,3
@nurshe,person,jawa barat dan banten,nurshe,JB&BT,2
